,date,quarter,year,statementData.balanceSheet.totalAssets,statementData.balanceSheet.totalLiabilities,statementData.balanceSheet.equity,statementData.balanceSheet.acctRec,statementData.balanceSheet.assetsNonCurrent,statementData.balanceSheet.debtCurrent,statementData.balanceSheet.investmentsCurrent,statementData.balanceSheet.assetsCurrent,statementData.balanceSheet.liabilitiesNonCurrent,statementData.balanceSheet.inventory,statementData.balanceSheet.retainedEarnings,statementData.balanceSheet.taxAssets,statementData.balanceSheet.ppeq,statementData.balanceSheet.debtNonCurrent,statementData.balanceSheet.investments,statementData.balanceSheet.taxLiabilities,statementData.balanceSheet.acctPay,statementData.balanceSheet.cashAndEq,statementData.balanceSheet.deferredRev,statementData.balanceSheet.sharesBasic,statementData.balanceSheet.investmentsNonCurrent,statementData.balanceSheet.intangibles,statementData.balanceSheet.accoci,statementData.balanceSheet.liabilitiesCurrent,statementData.balanceSheet.debt,statementData.balanceSheet.deposits,statementData.cashFlow.sbcomp,statementData.cashFlow.issrepayDebt,statementData.cashFlow.issrepayEquity,statementData.cashFlow.ncff,statementData.cashFlow.ncf,statementData.cashFlow.capex,statementData.cashFlow.investmentsAcqDisposals,statementData.cashFlow.businessAcqDisposals,statementData.cashFlow.ncfo,statementData.cashFlow.ncfi,statementData.cashFlow.freeCashFlow,statementData.cashFlow.depamor,statementData.cashFlow.ncfx,statementData.cashFlow.payDiv,statementData.incomeStatement.opinc,statementData.incomeStatement.eps,statementData.incomeStatement.netIncDiscOps,statementData.incomeStatement.sga,statementData.incomeStatement.netinc,statementData.incomeStatement.ebit,statementData.incomeStatement.revenue,statementData.incomeStatement.shareswa,statementData.incomeStatement.epsDil,statementData.incomeStatement.intexp,statementData.incomeStatement.netIncComStock,statementData.incomeStatement.nonControllingInterests,statementData.incomeStatement.ebitda,statementData.incomeStatement.rnd,statementData.incomeStatement.prefDVDs,statementData.incomeStatement.costRev,statementData.incomeStatement.consolidatedIncome,statementData.incomeStatement.grossProfit,statementData.incomeStatement.shareswaDil,statementData.incomeStatement.opex,statementData.incomeStatement.taxExp,statementData.incomeStatement.ebt,statementData.overview.piotroskiFScore,statementData.overview.revenueQoQ,statementData.overview.profitMargin,statementData.overview.currentRatio,statementData.overview.bookVal,statementData.overview.grossMargin,statementData.overview.rps,statementData.overview.epsQoQ,statementData.overview.longTermDebtEquity,statementData.overview.roe,statementData.overview.bvps,statementData.overview.roa
0,2020-09-30 00:00:00+00:00,3,2020,538553000000.0,343497000000.0,175553000000.0,19379000000.0,488582000000.0,5898000000.0,0.0,49971000000.0,283932000000.0,13948000000.0,55094000000.0,0.0,167517000000.0,175036000000.0,2325000000.0,61784000000.0,42728000000.0,9758000000.0,5862000000.0,7125000000.0,2325000000.0,283183000000.0,649000000.0,59565000000.0,180934000000.0,0.0,0.0,-11233000000.0,1000000.0,-15857000000.0,-7182000000.0,-3911000000.0,397000000.0,6000000.0,12123000000.0,-3448000000.0,8212000000.0,7030000000.0,0.0,-3741000000.0,6132000000.0,0.39,0.0,9266000000.0,2816000000.0,5554000000.0,42340000000.0,7147000000.0,0.39,1972000000.0,2762000000.0,352000000.0,12584000000.0,0.0,54000000.0,19839000000.0,3168000000.0,22501000000.0,7173000000.0,16369000000.0,766000000.0,3582000000.0,6.0,-0.0504171525971113,0.531435994331601,0.838932258876857,195056000000.0,0.531435994331601,5.94245614035088,-0.22,0.997055020421183,0.0614479801639641,27.3762807017544,0.0200780957318475
1,2020-06-30 00:00:00+00:00,2,2020,547898000000.0,354445000000.0,175896000000.0,19127000000.0,491343000000.0,15576000000.0,0.0,56555000000.0,284976000000.0,14514000000.0,56045000000.0,0.0,168341000000.0,175618000000.0,2302000000.0,60935000000.0,41881000000.0,16941000000.0,5723000000.0,7125000000.0,2302000000.0,284623000000.0,129000000.0,69469000000.0,191194000000.0,0.0,0.0,3109000000.0,9000000.0,188000000.0,6991000000.0,-4434000000.0,53000000.0,-843000000.0,12059000000.0,-5256000000.0,7625000000.0,7285000000.0,0.0,-3737000000.0,3532000000.0,0.17,0.0,9831000000.0,1281000000.0,4257000000.0,40950000000.0,7145000000.0,0.17,2041000000.0,1229000000.0,282000000.0,11542000000.0,0.0,52000000.0,17983000000.0,1563000000.0,22967000000.0,7170000000.0,19435000000.0,935000000.0,2216000000.0,6.0,-0.0891296127410637,0.560854700854701,0.814104132778649,193453000000.0,0.560854700854701,5.74736842105263,-0.666666666666667,0.998419520625824,0.0660133574683228,27.151298245614,0.0216946853217621
2,2020-03-31 00:00:00+00:00,1,2020,545354000000.0,349905000000.0,177779000000.0,19908000000.0,492650000000.0,17067000000.0,0.0,52704000000.0,280201000000.0,13276000000.0,58534000000.0,0.0,167815000000.0,168786000000.0,3606000000.0,60660000000.0,40771000000.0,9955000000.0,5960000000.0,7172884070.0,3606000000.0,285124000000.0,-385000000.0,69704000000.0,185853000000.0,0.0,0.0,2276000000.0,-5405000000.0,-6099000000.0,-2255000000.0,-4938000000.0,-6000000.0,-50000000.0,8866000000.0,-5022000000.0,3928000000.0,7222000000.0,0.0,-3737000000.0,7486000000.0,0.63,0.0,8790000000.0,4610000000.0,7930000000.0,42779000000.0,7187000000.0,0.63,2018000000.0,4578000000.0,353000000.0,15152000000.0,0.0,32000000.0,19281000000.0,4963000000.0,23498000000.0,7214000000.0,16012000000.0,1302000000.0,5912000000.0,6.0,-0.045686751288286,0.549288202155263,0.756111557442901,195449000000.0,0.549288202155263,5.96398876414574,0.125,0.949414722773781,0.0788804699262038,27.2483143589967,0.0262357523693035
3,2019-12-31 00:00:00+00:00,4,2019,551669000000.0,349735000000.0,184221000000.0,22636000000.0,496908000000.0,11838000000.0,0.0,54761000000.0,280824000000.0,12434000000.0,57936000000.0,0.0,169512000000.0,173113000000.0,3695000000.0,60714000000.0,45956000000.0,12130000000.0,6124000000.0,7305000000.0,3695000000.0,288513000000.0,5470000000.0,68911000000.0,184951000000.0,0.0,0.0,-4124000000.0,-1953000000.0,-2742000000.0,5513000000.0,-3752000000.0,-88000000.0,192000000.0,11943000000.0,-3688000000.0,8191000000.0,6961000000.0,0.0,-3726000000.0,5321000000.0,0.33,0.0,10345000000.0,2394000000.0,4877000000.0,46821000000.0,7305000000.0,0.32,2049000000.0,2391000000.0,310000000.0,11838000000.0,0.0,3000000.0,22736000000.0,2704000000.0,24085000000.0,7214000000.0,18764000000.0,434000000.0,2828000000.0,4.0,-0.0244202279499094,0.514405928963499,0.794662680849211,201934000000.0,0.514405928963499,6.40944558521561,-0.5,0.939702856894708,0.0754779478143297,27.6432580424367,0.0253214941685419
5,2019-09-30 00:00:00+00:00,3,2019,548796000000.0,354469000000.0,183049000000.0,22921000000.0,498101000000.0,11608000000.0,0.0,50695000000.0,286343000000.0,12014000000.0,59347000000.0,0.0,171599000000.0,175856000000.0,4137000000.0,60527000000.0,43955000000.0,6588000000.0,6097000000.0,7307000000.0,4137000000.0,288047000000.0,2137000000.0,68126000000.0,187464000000.0,0.0,0.0,-4755000000.0,-48000000.0,-7558000000.0,-1872000000.0,-5301000000.0,127000000.0,-641000000.0,11389000000.0,-5703000000.0,6088000000.0,6949000000.0,0.0,-3726000000.0,7901000000.0,0.5,0.0,9584000000.0,3700000000.0,6720000000.0,44588000000.0,7327000000.0,0.5,2083000000.0,3700000000.0,249000000.0,13669000000.0,0.0,0.0,20154000000.0,3949000000.0,24434000000.0,7356000000.0,16533000000.0,937000000.0,4637000000.0,4.0,-0.0251645204311419,0.547994976226788,0.744135865895546,194327000000.0,0.547994976226788,6.10209388257835,-0.230769230769231,0.960704510814044,0.088889854407358,26.5946352812372,0.0300869777817403
6,2019-06-30 00:00:00+00:00,2,2019,546914000000.0,352833000000.0,184257000000.0,22381000000.0,499696000000.0,12772000000.0,0.0,47218000000.0,286457000000.0,10685000000.0,59389000000.0,0.0,170986000000.0,178358000000.0,4133000000.0,60775000000.0,42082000000.0,8423000000.0,5734000000.0,7298000000.0,4133000000.0,291159000000.0,3289000000.0,66376000000.0,191130000000.0,0.0,0.0,-6279000000.0,237000000.0,-10362000000.0,2024000000.0,-5421000000.0,397000000.0,3177000000.0,14284000000.0,-1898000000.0,8863000000.0,7101000000.0,0.0,-3722000000.0,7500000000.0,0.51,0.0,9844000000.0,3713000000.0,6961000000.0,44957000000.0,7323000000.0,0.51,2149000000.0,3713000000.0,261000000.0,14062000000.0,0.0,0.0,20512000000.0,3974000000.0,24445000000.0,7353000000.0,16945000000.0,1099000000.0,4812000000.0,4.0,0.153157543733648,0.543741797717819,0.711371580089189,194081000000.0,0.543741797717819,6.16018087147164,-0.37037037037037,0.967984934086629,0.094316335415689,26.5937243080296,0.0321641862840143
7,2019-03-31 00:00:00+00:00,1,2019,548384000000.0,353433000000.0,185112000000.0,23863000000.0,501912000000.0,11538000000.0,0.0,46472000000.0,288781000000.0,10270000000.0,59424000000.0,0.0,168909000000.0,182195000000.0,6230000000.0,60337000000.0,42306000000.0,6516000000.0,5956000000.0,7284589883.0,6230000000.0,292385000000.0,4345000000.0,64652000000.0,193733000000.0,0.0,0.0,-1613000000.0,-22000000.0,-4421000000.0,1230000000.0,-5121000000.0,-1000000.0,-218000000.0,11052000000.0,-5401000000.0,5931000000.0,7206000000.0,0.0,-3714000000.0,7233000000.0,0.56,0.0,9649000000.0,4096000000.0,7260000000.0,44827000000.0,7313000000.0,0.56,2141000000.0,4096000000.0,252000000.0,14466000000.0,0.0,0.0,20739000000.0,4348000000.0,24088000000.0,7342000000.0,16855000000.0,1023000000.0,5119000000.0,4.0,0.178479415321521,0.537354719254021,0.718802202561406,194951000000.0,0.537354719254021,6.1536751855602,-0.253333333333333,0.984241972427503,0.102191625601709,26.7621105829109,0.0349872942200912
8,2018-12-31 00:00:00+00:00,4,2018,531864000000.0,337980000000.0,184089000000.0,26472000000.0,480437000000.0,10255000000.0,0.0,51427000000.0,273560000000.0,7713000000.0,58753000000.0,0.0,148542000000.0,166250000000.0,6245000000.0,59038000000.0,43184000000.0,5204000000.0,5948000000.0,7278000000.0,6245000000.0,293128000000.0,4249000000.0,64420000000.0,176505000000.0,0.0,0.0,-6454000000.0,354000000.0,-12310000000.0,-3388000000.0,-4063000000.0,51000000.0,943000000.0,12080000000.0,-3158000000.0,8017000000.0,7892000000.0,0.0,-3635000000.0,6160000000.0,0.66,0.0,10586000000.0,4858000000.0,7585000000.0,47993000000.0,7278000000.0,0.66,2112000000.0,4858000000.0,272000000.0,15477000000.0,0.0,0.0,23309000000.0,5130000000.0,24684000000.0,7342000000.0,18524000000.0,615000000.0,5473000000.0,4.0,0.151574047413379,0.514325005730002,0.798307978888544,193884000000.0,0.514325005730002,6.59425666391866,-0.785714285714286,0.903095785190859,0.111188125774033,26.6397361912613,0.0378363173953299
10,2018-09-30 00:00:00+00:00,3,2018,534870000000.0,349899000000.0,183848000000.0,26312000000.0,481763000000.0,14905000000.0,0.0,53107000000.0,284479000000.0,7221000000.0,57624000000.0,0.0,147310000000.0,168513000000.0,6128000000.0,61955000000.0,39375000000.0,8657000000.0,6045000000.0,7262000000.0,6128000000.0,295614000000.0,5383000000.0,65420000000.0,183418000000.0,0.0,0.0,-6992000000.0,334000000.0,-9959000000.0,-4965000000.0,-5736000000.0,-16000000.0,-1463000000.0,12346000000.0,-7352000000.0,6610000000.0,8166000000.0,0.0,-3631000000.0,7269000000.0,0.65,0.0,9598000000.0,4718000000.0,8160000000.0,45739000000.0,7284000000.0,0.65,2051000000.0,4718000000.0,98000000.0,16326000000.0,0.0,0.0,20706000000.0,4816000000.0,25033000000.0,7320000000.0,17764000000.0,1391000000.0,6109000000.0,5.0,0.153045275789049,0.547300990402064,0.811785386731886,184971000000.0,0.547300990402064,6.29840264389975,0.326530612244898,0.916588703711762,0.205315410283518,25.471082346461,0.0684673120064735
11,2018-06-30 00:00:00+00:00,2,2018,534691000000.0,350561000000.0,182980000000.0,25492000000.0,479405000000.0,21672000000.0,0.0,55286000000.0,281968000000.0,5849000000.0,56555000000.0,0.0,146959000000.0,168495000000.0,8007000000.0,61554000000.0,35488000000.0,13523000000.0,5914000000.0,6141000000.0,8007000000.0,294649000000.0,5716000000.0,68593000000.0,190167000000.0,0.0,0.0,6443000000.0,-418000000.0,-218000000.0,-35472000000.0,-5002000000.0,-102000000.0,-40273000000.0,10229000000.0,-45483000000.0,5227000000.0,6378000000.0,0.0,-3074000000.0,6466000000.0,0.81,0.0,8684000000.0,5132000000.0,8687000000.0,38986000000.0,6351000000.0,0.81,2023000000.0,5132000000.0,116000000.0,15065000000.0,0.0,0.0,17458000000.0,5248000000.0,21528000000.0,6374000000.0,15062000000.0,1532000000.0,6664000000.0,4.0,-0.0213620503551974,0.552198225003848,0.806000612307378,184130000000.0,0.552198225003848,6.34847744666992,0.285714285714286,0.920838342988305,0.214285353972703,29.983716007165,0.0681863417578208
12,2018-03-31 00:00:00+00:00,1,2018,446343000000.0,299267000000.0,145920000000.0,16290000000.0,367838000000.0,29322000000.0,0.0,78505000000.0,228687000000.0,0.0,55067000000.0,0.0,125124000000.0,133724000000.0,2623000000.0,47264000000.0,31569000000.0,48872000000.0,5081000000.0,6141532706.0,2623000000.0,219117000000.0,7386000000.0,70580000000.0,163046000000.0,0.0,0.0,-2346000000.0,-134000000.0,-3502000000.0,-1707000000.0,-5957000000.0,-116000000.0,-918000000.0,8947000000.0,-7152000000.0,2990000000.0,5994000000.0,0.0,-3070000000.0,6201000000.0,0.75,0.0,7897000000.0,4662000000.0,7815000000.0,38038000000.0,6161000000.0,0.75,1771000000.0,4662000000.0,97000000.0,13809000000.0,0.0,0.0,17946000000.0,4759000000.0,20092000000.0,6180000000.0,13891000000.0,1382000000.0,6044000000.0,6.0,-0.0337101486091705,0.528208633471791,1.11228393312553,147076000000.0,0.528208633471791,6.19356792854634,0.339285714285714,0.916419956140351,0.228480462881152,23.9477679336159,0.0698376160902513
